smdg_path,txt_path,smdg_short,txt_short,smdg_label,txt_label,forward_pair_id,reverse_pair_id,smdg_sentence_count,txt_sentence_count,matrix_score_count,f_max,r_max,max_min,max_delta_abs,f_p95,r_p95,p95_min,p95_delta_abs,f_smdg_to_txt,r_smdg_to_txt,smdg_to_txt_min,smdg_to_txt_delta_abs,f_txt_to_smdg,r_txt_to_smdg,txt_to_smdg_min,txt_to_smdg_delta_abs,local_spike_survival,broad_affinity_survival,smdg_to_txt_survival,txt_to_smdg_survival,direction_balance,overall_survival,overall_rank,signal_label,reading_reason
08-SMDG-cog-bzhag-grel.txt,0-Older-versions/L1-rig-pa_i-khu-byug_p302-324.txt,08-SMDG-cog-bzhag-grel,L1-rig-pa_i-khu-byug_p302-324,SMDG 08 | cog bzhag grel,Txt-18 older witness | L1 | rig pa i khu byug p302 324,A008__B001,A001__B008,314,516,162024,0.67394,0.683822,0.67394,0.009882,0.41536,0.419265,0.41536,0.003905,0.530516,0.533809,0.530516,0.003293,0.504105,0.503603,0.503603,0.000502,0.642045,0.355114,0.914773,0.596591,0.681818,0.598438,83,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
09b-SMDG-rgyun-thag-gzhung-145-147.txt,0-Older-versions/L2-rtsal-chen_p436-447་.txt,09b-SMDG-rgyun-thag-gzhung-145-147,L2-rtsal-chen_p436-447་,SMDG 09b | rgyun thag gzhung 145 147,Txt-18 older witness | L2 | rtsal chen p436 447,A010__B002,A002__B010,68,242,16456,0.625744,0.623242,0.623242,0.002502,0.437057,0.438766,0.437057,0.001709,0.51051,0.511446,0.51051,0.000936,0.467807,0.46743,0.46743,0.000377,0.215909,0.84375,0.772727,0.303977,0.53125,0.596875,84,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
09b-SMDG-rgyun-thag-gzhung-145-147.txt,LL06_L15_bde-ba-rab-_byams_vol8-p.473-475-not-sure.txt,09b-SMDG-rgyun-thag-gzhung-145-147,LL06_L15_bde-ba-rab-_byams_vol8-p.473-475-not-sure,SMDG 09b | rgyun thag gzhung 145 147,Txt-18 LL06 | L15 bde ba rab byams vol8 p.473 475 not sure,A010__B015,A015__B010,68,49,3332,0.676014,0.708111,0.676014,0.032098,0.434763,0.445164,0.434763,0.010402,0.465428,0.48369,0.465428,0.018261,0.486077,0.498251,0.486077,0.012174,0.661932,0.803977,0.375,0.488636,0.886364,0.596591,85,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
08-SMDG-cog-bzhag-grel.txt,L1-rig-pa_i-khu-byug_V9-p302-324.txt,08-SMDG-cog-bzhag-grel,L1-rig-pa_i-khu-byug_V9-p302-324,SMDG 08 | cog bzhag grel,Txt-18 L1 | rig pa i khu byug V9 p302 324,A008__B003,A003__B008,314,516,162024,0.67394,0.683822,0.67394,0.009882,0.41536,0.419265,0.41536,0.003905,0.530516,0.533809,0.530516,0.003293,0.504105,0.503603,0.503603,0.000502,0.639205,0.352273,0.911932,0.59375,0.681818,0.595597,86,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
09b-SMDG-rgyun-thag-gzhung-145-147.txt,L2-rtsal-chen_V8-p436-447་.txt,09b-SMDG-rgyun-thag-gzhung-145-147,L2-rtsal-chen_V8-p436-447་,SMDG 09b | rgyun thag gzhung 145 147,Txt-18 L2 | rtsal chen V8 p436 447,A010__B004,A004__B010,68,242,16456,0.625744,0.623242,0.623242,0.002502,0.437057,0.438766,0.437057,0.001709,0.51051,0.511446,0.51051,0.000936,0.467807,0.46743,0.46743,0.000377,0.213068,0.840909,0.769886,0.301136,0.53125,0.594034,87,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
09b-SMDG-rgyun-thag-gzhung-145-147.txt,LL08_thig-le-drug-pa-NGB-vol33_256-280.txt,09b-SMDG-rgyun-thag-gzhung-145-147,LL08_thig-le-drug-pa-NGB-vol33_256-280,SMDG 09b | rgyun thag gzhung 145 147,Txt-18 LL08 | thig le drug pa NGB vol33 256 280,A010__B017,A017__B010,68,65,4420,0.712352,0.677014,0.677014,0.035338,0.433559,0.430756,0.430756,0.002803,0.494357,0.500868,0.494357,0.006511,0.476623,0.478614,0.476623,0.00199,0.579545,0.664773,0.696023,0.392045,0.696022,0.591619,88,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
02-SMDG-gser-lung-non-chung.txt,L3-khyung-chen_V8-p448-468.txt,02-SMDG-gser-lung-non-chung,L3-khyung-chen_V8-p448-468,SMDG 02 | gser lung non chung,Txt-18 L3 | khyung chen V8 p448 468,A002__B005,A005__B002,148,494,73112,0.725329,0.763267,0.725329,0.037938,0.417539,0.423294,0.417539,0.005755,0.507703,0.512317,0.507703,0.004614,0.479548,0.482266,0.479548,0.002717,0.903409,0.431818,0.78125,0.431818,0.650568,0.589915,89,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
01-SMDG-gser-lung-non-che.txt,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་.txt,01-SMDG-gser-lung-non-che,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་,SMDG 01 | gser lung non che,Txt-18 LL11 | kun dus NGB mtshams brag vol1 624 626,A001__B020,A020__B001,1076,41,44116,0.676515,0.718239,0.676515,0.041724,0.423683,0.43198,0.423683,0.008298,0.447149,0.454936,0.447149,0.007787,0.551188,0.54546,0.54546,0.005728,0.667614,0.568182,0.230114,0.931818,0.298296,0.589489,90,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
08-SMDG-cog-bzhag-grel.txt,L3-khyung-chen_V8-p448-468.txt,08-SMDG-cog-bzhag-grel,L3-khyung-chen_V8-p448-468,SMDG 08 | cog bzhag grel,Txt-18 L3 | khyung chen V8 p448 468,A008__B005,A005__B008,314,494,155116,0.692453,0.674998,0.674998,0.017455,0.416321,0.420162,0.416321,0.003841,0.518485,0.527322,0.518485,0.008837,0.513022,0.510786,0.510786,0.002237,0.545455,0.375,0.855114,0.650568,0.795454,0.589489,91,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,0-Older-versions/L2-rtsal-chen_p436-447་.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,L2-rtsal-chen_p436-447་,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 older witness | L2 | rtsal chen p436 447,A015__B002,A002__B015,544,242,131648,0.690258,0.740678,0.690258,0.05042,0.41609,0.417359,0.41609,0.001269,0.492598,0.494234,0.492598,0.001636,0.53111,0.528214,0.528214,0.002896,0.786932,0.306818,0.644886,0.806818,0.838068,0.588352,92,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
08-SMDG-cog-bzhag-grel.txt,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་.txt,08-SMDG-cog-bzhag-grel,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་,SMDG 08 | cog bzhag grel,Txt-18 LL11 | kun dus NGB mtshams brag vol1 624 626,A008__B020,A020__B008,314,41,12874,0.634504,0.611868,0.611868,0.022636,0.435441,0.436962,0.435441,0.00152,0.464621,0.465197,0.464621,0.000576,0.532049,0.522843,0.522843,0.009205,0.170455,0.809659,0.352273,0.764205,0.588068,0.588068,93,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
05-SMDG-rig-pa-khu-byug-grel.txt,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་.txt,05-SMDG-rig-pa-khu-byug-grel,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་,SMDG 05 | rig pa khu byug grel,Txt-18 LL11 | kun dus NGB mtshams brag vol1 624 626,A005__B020,A020__B005,1241,41,50881,0.663728,0.686142,0.663728,0.022414,0.430242,0.429126,0.429126,0.001116,0.449475,0.451623,0.449475,0.002149,0.557561,0.548772,0.548772,0.008789,0.559659,0.607955,0.210227,0.951705,0.258522,0.587216,94,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
01-SMDG-gser-lung-non-che.txt,LL13-sgom-pa-don-grub-185-r-v.txt,01-SMDG-gser-lung-non-che,LL13-sgom-pa-don-grub-185-r-v,SMDG 01 | gser lung non che,Txt-18 LL13 | sgom pa don grub 185 r v,A001__B022,A022__B001,1076,28,30128,0.671004,0.711401,0.671004,0.040397,0.425038,0.431476,0.425038,0.006438,0.440236,0.446881,0.440236,0.006645,0.55544,0.556791,0.55544,0.001351,0.619318,0.596591,0.167614,0.974432,0.193182,0.587216,95,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
02-SMDG-gser-lung-non-chung.txt,L3-khyung-chen_p447-468.txt,02-SMDG-gser-lung-non-chung,L3-khyung-chen_p447-468,SMDG 02 | gser lung non chung,Txt-18 L3 | khyung chen p447 468,A002__B006,A006__B002,148,494,73112,0.725329,0.763267,0.725329,0.037938,0.417539,0.423294,0.417539,0.005755,0.507703,0.512317,0.507703,0.004614,0.479548,0.482266,0.479548,0.002717,0.900568,0.428977,0.778409,0.428977,0.650568,0.587074,96,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
08-SMDG-cog-bzhag-grel.txt,L3-khyung-chen_p447-468.txt,08-SMDG-cog-bzhag-grel,L3-khyung-chen_p447-468,SMDG 08 | cog bzhag grel,Txt-18 L3 | khyung chen p447 468,A008__B006,A006__B008,314,494,155116,0.692453,0.674998,0.674998,0.017455,0.416321,0.420162,0.416321,0.003841,0.518485,0.527322,0.518485,0.008837,0.513022,0.510786,0.510786,0.002237,0.542614,0.372159,0.852273,0.647727,0.795454,0.586648,97,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
05-SMDG-rig-pa-khu-byug-grel.txt,LL04_byang-chub-sems-tig.-Liljenberg-p273.txt,05-SMDG-rig-pa-khu-byug-grel,LL04_byang-chub-sems-tig.-Liljenberg-p273,SMDG 05 | rig pa khu byug grel,Txt-18 LL04 | byang chub sems tig. Liljenberg p273,A005__B013,A013__B005,1241,19,23579,0.690836,0.685224,0.685224,0.005612,0.433324,0.430053,0.430053,0.003271,0.428083,0.427211,0.427211,0.000872,0.562153,0.554982,0.554982,0.007171,0.670455,0.650568,0.065341,0.965909,0.099432,0.58608,98,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
10-SMDG-sems-lung-rgyun-thag.txt,LL13-sgom-pa-don-grub-185-r-v.txt,10-SMDG-sems-lung-rgyun-thag,LL13-sgom-pa-don-grub-185-r-v,SMDG 10 | sems lung rgyun thag,Txt-18 LL13 | sgom pa don grub 185 r v,A012__B022,A022__B012,38,28,1064,0.584373,0.59636,0.584373,0.011986,0.454245,0.448517,0.448517,0.005728,0.477172,0.483113,0.477172,0.005941,0.484714,0.485697,0.484714,0.000983,0.102273,0.9375,0.511364,0.457386,0.946022,0.585653,99,Broad bidirectional affinity,"The upper tail of the full matrix survives both model directions, suggesting repeated related passages rather than one isolated match."
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,L2-rtsal-chen_V8-p436-447་.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,L2-rtsal-chen_V8-p436-447་,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 L2 | rtsal chen V8 p436 447,A015__B004,A004__B015,544,242,131648,0.690258,0.740678,0.690258,0.05042,0.41609,0.417359,0.41609,0.001269,0.492598,0.494234,0.492598,0.001636,0.53111,0.528214,0.528214,0.002896,0.784091,0.303977,0.642045,0.803977,0.838068,0.585511,100,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
05-SMDG-rig-pa-khu-byug-grel.txt,L3-khyung-chen_V8-p448-468.txt,05-SMDG-rig-pa-khu-byug-grel,L3-khyung-chen_V8-p448-468,SMDG 05 | rig pa khu byug grel,Txt-18 L3 | khyung chen V8 p448 468,A005__B005,A005__B005,1241,494,613054,0.727329,0.720055,0.720055,0.007274,0.410591,0.411711,0.410591,0.00112,0.502145,0.507185,0.502145,0.005039,0.535693,0.533293,0.533293,0.0024,0.852273,0.15625,0.744318,0.860795,0.883523,0.583807,101,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,LL01_L14_rtse-mo-byung-rgyal_vol8-p480-491.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,LL01_L14_rtse-mo-byung-rgyal_vol8-p480-491,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 LL01 | L14 rtse mo byung rgyal vol8 p480 491,A015__B010,A010__B015,544,268,145792,0.678599,0.715402,0.678599,0.036802,0.412093,0.418535,0.412093,0.006442,0.494123,0.502763,0.494123,0.008641,0.531722,0.535531,0.531722,0.003809,0.681818,0.255682,0.693182,0.863636,0.829546,0.580966,102,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
05-SMDG-rig-pa-khu-byug-grel.txt,L3-khyung-chen_p447-468.txt,05-SMDG-rig-pa-khu-byug-grel,L3-khyung-chen_p447-468,SMDG 05 | rig pa khu byug grel,Txt-18 L3 | khyung chen p447 468,A005__B006,A006__B005,1241,494,613054,0.727329,0.720055,0.720055,0.007274,0.410591,0.411711,0.410591,0.00112,0.502145,0.507185,0.502145,0.005039,0.535693,0.533293,0.533293,0.0024,0.849432,0.153409,0.741477,0.857955,0.883522,0.580966,103,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
02-SMDG-gser-lung-non-chung.txt,LL02_་nam-mkha_-rgyal-po_vol8-v475-480.txt,02-SMDG-gser-lung-non-chung,LL02_་nam-mkha_-rgyal-po_vol8-v475-480,SMDG 02 | gser lung non chung,Txt-18 LL02 | nam mkha rgyal po vol8 v475 480,A002__B011,A011__B002,148,113,16724,0.637137,0.64356,0.637137,0.006423,0.430868,0.436715,0.430868,0.005847,0.478907,0.481318,0.478907,0.00241,0.4988,0.505419,0.4988,0.006619,0.346591,0.735795,0.508523,0.571023,0.9375,0.579403,104,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
12-SMDG-lhug-par-bzhag-pa.txt,0-Older-versions/L1-rig-pa_i-khu-byug_p302-324.txt,12-SMDG-lhug-par-bzhag-pa,L1-rig-pa_i-khu-byug_p302-324,SMDG 12 | lhug par bzhag pa,Txt-18 older witness | L1 | rig pa i khu byug p302 324,A014__B001,A001__B014,192,516,99072,0.721499,0.714194,0.714194,0.007305,0.414142,0.422341,0.414142,0.008199,0.538209,0.547096,0.538209,0.008887,0.476088,0.485358,0.476088,0.00927,0.815341,0.318182,0.971591,0.397727,0.426136,0.575994,105,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
12-SMDG-lhug-par-bzhag-pa.txt,L1-rig-pa_i-khu-byug_V9-p302-324.txt,12-SMDG-lhug-par-bzhag-pa,L1-rig-pa_i-khu-byug_V9-p302-324,SMDG 12 | lhug par bzhag pa,Txt-18 L1 | rig pa i khu byug V9 p302 324,A014__B003,A003__B014,192,516,99072,0.721499,0.714194,0.714194,0.007305,0.414142,0.422341,0.414142,0.008199,0.538209,0.547096,0.538209,0.008887,0.476088,0.485358,0.476088,0.00927,0.8125,0.315341,0.96875,0.394886,0.426136,0.573153,106,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,LL06_L15_bde-ba-rab-_byams_vol8-p.473-475-not-sure.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,LL06_L15_bde-ba-rab-_byams_vol8-p.473-475-not-sure,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 LL06 | L15 bde ba rab byams vol8 p.473 475 not sure,A015__B015,A015__B015,544,49,26656,0.637873,0.676172,0.637873,0.0383,0.427055,0.436043,0.427055,0.008988,0.441846,0.453529,0.441846,0.011684,0.548407,0.552677,0.548407,0.00427,0.360795,0.659091,0.184659,0.957386,0.227273,0.570312,107,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 LL11 | kun dus NGB mtshams brag vol1 624 626,A015__B020,A020__B015,544,41,22304,0.709162,0.696908,0.696908,0.012254,0.428466,0.428385,0.428385,8.1e-05,0.446273,0.450591,0.446273,0.004318,0.530703,0.530056,0.530056,0.000647,0.738636,0.59375,0.1875,0.818182,0.369318,0.570028,108,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
09c-SMDG-rgyun-thag-grel-147-160.txt,LL10_yid-bzhin-nor-bu_Vol8_431.txt,09c-SMDG-rgyun-thag-grel-147-160,LL10_yid-bzhin-nor-bu_Vol8_431,SMDG 09c | rgyun thag grel 147 160,Txt-18 LL10 | yid bzhin nor bu Vol8 431,A011__B019,A019__B011,356,14,4984,0.597037,0.65253,0.597037,0.055493,0.436235,0.44263,0.436235,0.006395,0.441235,0.450363,0.441235,0.009128,0.528688,0.543072,0.528688,0.014384,0.15625,0.846591,0.176136,0.823864,0.352272,0.569744,109,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
09c-SMDG-rgyun-thag-grel-147-160.txt,LL13-sgom-pa-don-grub-185-r-v.txt,09c-SMDG-rgyun-thag-grel-147-160,LL13-sgom-pa-don-grub-185-r-v,SMDG 09c | rgyun thag grel 147 160,Txt-18 LL13 | sgom pa don grub 185 r v,A011__B022,A022__B011,356,28,9968,0.690544,0.678104,0.678104,0.01244,0.436027,0.431888,0.431888,0.004138,0.456239,0.4537,0.4537,0.002539,0.528326,0.516228,0.516228,0.012098,0.588068,0.707386,0.230114,0.698864,0.53125,0.56804,110,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
01-SMDG-gser-lung-non-che.txt,0-Older-versions/L1-rig-pa_i-khu-byug_p302-324.txt,01-SMDG-gser-lung-non-che,L1-rig-pa_i-khu-byug_p302-324,SMDG 01 | gser lung non che,Txt-18 older witness | L1 | rig pa i khu byug p302 324,A001__B001,A001__B001,1076,516,555216,0.749728,0.741333,0.741333,0.008395,0.404215,0.412187,0.404215,0.007972,0.510115,0.517572,0.510115,0.007457,0.525846,0.532201,0.525846,0.006355,0.917614,0.085227,0.8125,0.789773,0.977273,0.56804,111,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
10-SMDG-sems-lung-rgyun-thag.txt,0-Older-versions/L2-rtsal-chen_p436-447་.txt,10-SMDG-sems-lung-rgyun-thag,L2-rtsal-chen_p436-447་,SMDG 10 | sems lung rgyun thag,Txt-18 older witness | L2 | rtsal chen p436 447,A012__B002,A002__B012,38,242,9196,0.610236,0.649883,0.610236,0.039647,0.434966,0.435303,0.434966,0.000337,0.527539,0.525802,0.525802,0.001737,0.453471,0.451151,0.451151,0.00232,0.21875,0.769886,0.869318,0.193182,0.323864,0.567898,112,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
12-SMDG-lhug-par-bzhag-pa.txt,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་.txt,12-SMDG-lhug-par-bzhag-pa,LL11_kun-_dus-NGB-mtshams-brag-vol1-624-626་,SMDG 12 | lhug par bzhag pa,Txt-18 LL11 | kun dus NGB mtshams brag vol1 624 626,A014__B020,A020__B014,192,41,7872,0.606194,0.616336,0.606194,0.010142,0.435085,0.440722,0.435085,0.005636,0.465437,0.472691,0.465437,0.007254,0.505997,0.511587,0.505997,0.00559,0.193182,0.818182,0.377841,0.622159,0.755682,0.565341,113,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
01-SMDG-gser-lung-non-che.txt,L1-rig-pa_i-khu-byug_V9-p302-324.txt,01-SMDG-gser-lung-non-che,L1-rig-pa_i-khu-byug_V9-p302-324,SMDG 01 | gser lung non che,Txt-18 L1 | rig pa i khu byug V9 p302 324,A001__B003,A003__B001,1076,516,555216,0.749728,0.741333,0.741333,0.008395,0.404215,0.412187,0.404215,0.007972,0.510115,0.517572,0.510115,0.007457,0.525846,0.532201,0.525846,0.006355,0.914773,0.082386,0.809659,0.786932,0.977273,0.565199,114,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
10-SMDG-sems-lung-rgyun-thag.txt,L2-rtsal-chen_V8-p436-447་.txt,10-SMDG-sems-lung-rgyun-thag,L2-rtsal-chen_V8-p436-447་,SMDG 10 | sems lung rgyun thag,Txt-18 L2 | rtsal chen V8 p436 447,A012__B004,A004__B012,38,242,9196,0.610236,0.649883,0.610236,0.039647,0.434966,0.435303,0.434966,0.000337,0.527539,0.525802,0.525802,0.001737,0.453471,0.451151,0.451151,0.00232,0.215909,0.767045,0.866477,0.190341,0.323864,0.565057,115,SMDG covers Txt-18,Many SMDG sentences find strong Txt-18 matches in both runs; useful for testing whether SMDG draws on that text family.
05-SMDG-rig-pa-khu-byug-grel.txt,LL01_L14_rtse-mo-byung-rgyal_vol8-p480-491.txt,05-SMDG-rig-pa-khu-byug-grel,LL01_L14_rtse-mo-byung-rgyal_vol8-p480-491,SMDG 05 | rig pa khu byug grel,Txt-18 LL01 | L14 rtse mo byung rgyal vol8 p480 491,A005__B010,A010__B005,1241,268,332588,0.72701,0.741977,0.72701,0.014967,0.405436,0.410355,0.405436,0.004918,0.492818,0.500453,0.492818,0.007635,0.538805,0.537027,0.537027,0.001778,0.90625,0.107955,0.673295,0.892045,0.78125,0.565057,116,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
08-SMDG-cog-bzhag-grel.txt,LL08_thig-le-drug-pa-NGB-vol33_256-280.txt,08-SMDG-cog-bzhag-grel,LL08_thig-le-drug-pa-NGB-vol33_256-280,SMDG 08 | cog bzhag grel,Txt-18 LL08 | thig le drug pa NGB vol33 256 280,A008__B017,A017__B008,314,65,20410,0.666291,0.684455,0.666291,0.018164,0.425435,0.427418,0.425435,0.001983,0.469869,0.473123,0.469869,0.003254,0.518708,0.514902,0.514902,0.003806,0.579545,0.559659,0.428977,0.693182,0.735795,0.563352,117,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
13-ngang-thag_sems-smad-sde-dgu-TTN-v3.txt,LL04_byang-chub-sems-tig.-Liljenberg-p273.txt,13-ngang-thag_sems-smad-sde-dgu-TTN-v3,LL04_byang-chub-sems-tig.-Liljenberg-p273,SMDG | 13 ngang thag sems smad sde dgu TTN v3,Txt-18 LL04 | byang chub sems tig. Liljenberg p273,A015__B013,A013__B015,544,19,10336,0.685146,0.686951,0.685146,0.001805,0.428222,0.43032,0.428222,0.002098,0.421578,0.424672,0.421578,0.003094,0.53362,0.533555,0.533555,6.5e-05,0.690341,0.653409,0.056818,0.863636,0.193182,0.562358,118,Txt-18 covered by SMDG,Many Txt-18 sentences find strong SMDG matches in both runs; useful for testing whether a shorter source is represented inside SMDG.
01-SMDG-gser-lung-non-che.txt,LL05_GN11-spyi-bcings-_Liljenberg-p268.txt,01-SMDG-gser-lung-non-che,LL05_GN11-spyi-bcings-_Liljenberg-p268,SMDG 01 | gser lung non che,Txt-18 LL05 | GN11 spyi bcings Liljenberg p268,A001__B014,A014__B001,1076,122,131272,0.645756,0.666374,0.645756,0.020617,0.420065,0.422595,0.420065,0.00253,0.478609,0.481827,0.478609,0.003218,0.530157,0.532755,0.530157,0.002598,0.428977,0.448864,0.522727,0.838068,0.684659,0.561648,119,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
12-SMDG-lhug-par-bzhag-pa.txt,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473.txt,12-SMDG-lhug-par-bzhag-pa,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473,SMDG 12 | lhug par bzhag pa,Txt-18 L5 | nam mkha che rgyas pa yi ge med pa V8 p.468 473,A014__B009,A009__B014,192,127,24384,0.618916,0.641668,0.618916,0.022752,0.429357,0.433445,0.429357,0.004088,0.485068,0.491899,0.485068,0.006831,0.492827,0.497991,0.492827,0.005164,0.238636,0.701705,0.585227,0.53125,0.946023,0.560511,120,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
10-SMDG-sems-lung-rgyun-thag.txt,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473.txt,10-SMDG-sems-lung-rgyun-thag,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473,SMDG 10 | sems lung rgyun thag,Txt-18 L5 | nam mkha che rgyas pa yi ge med pa V8 p.468 473,A012__B009,A009__B012,38,127,4826,0.655149,0.658437,0.655149,0.003288,0.436552,0.435749,0.435749,0.000803,0.501049,0.496721,0.496721,0.004328,0.458351,0.455593,0.455593,0.002758,0.440341,0.78125,0.664773,0.215909,0.551136,0.559659,121,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
02-SMDG-gser-lung-non-chung.txt,LL08_thig-le-drug-pa-NGB-vol33_256-280.txt,02-SMDG-gser-lung-non-chung,LL08_thig-le-drug-pa-NGB-vol33_256-280,SMDG 02 | gser lung non chung,Txt-18 LL08 | thig le drug pa NGB vol33 256 280,A002__B017,A017__B002,148,65,9620,0.627469,0.610261,0.610261,0.017208,0.43595,0.441064,0.43595,0.005114,0.47221,0.475443,0.47221,0.003232,0.488841,0.491401,0.488841,0.00256,0.167614,0.832386,0.460227,0.508523,0.951704,0.558665,122,Mixed signal,"Worth checking only after stronger survival candidates, or as a contrast case."
01-SMDG-gser-lung-non-che.txt,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473.txt,01-SMDG-gser-lung-non-che,L5_nam-mkha_-che-rgyas-pa-yi-ge-med-pa_V8-p.468-473,SMDG 01 | gser lung non che,Txt-18 L5 | nam mkha che rgyas pa yi ge med pa V8 p.468 473,A001__B009,A009__B001,1076,127,136652,0.715271,0.73354,0.715271,0.018269,0.412363,0.417441,0.412363,0.005078,0.473462,0.476911,0.473462,0.003449,0.531701,0.53453,0.531701,0.002829,0.875,0.267045,0.471591,0.860795,0.610796,0.557812,123,Local sentence spike,"A very high best sentence pair survives both directions; inspect for quotation, formula, or shared stock phrase."
